'id_car_option_value','id_car_option','id_car_equipment','is_base','date_create','date_update','id_car_type'
'1237157','1026','19660','1','1500762562','1500762562','1'
'1237158','1170','19660','1','1500762562','1500762562','1'
'1237159','25680','19660','1','1500762563','1500762563','1'
'1237160','37','19660','1','1500762563','1500762563','1'
'1237161','262','19660','1','1500762563','1500762563','1'
'1237162','202','19660','1','1500762563','1500762563','1'
'1237163','1171','19660','1','1500762563','1500762563','1'
'1237164','25581','19660','1','1500762564','1500762564','1'
'1237165','1028','19660','1','1500762564','1500762564','1'
'1237166','589','19660','1','1500762564','1500762564','1'
'1237167','1031','19660','1','1500762564','1500762564','1'
'1237168','1033','19660','1','1500762564','1500762564','1'
'1237169','29766','19660','1','1500762565','1500762565','1'
'1237170','945','19660','1','1500762565','1500762565','1'
'1237171','1261','19660','1','1500762565','1500762565','1'
'1237172','228','19660','1','1500762565','1500762565','1'
'1237173','29824','19660','1','1500762566','1500762566','1'
'1237174','25584','19660','1','1500762567','1500762567','1'
'1237175','29768','19660','1','1500762568','1500762568','1'
'1237176','23891','19660','1','1500762569','1500762569','1'
'1237177','1265','19660','1','1500762569','1500762569','1'
'1237178','25463','19660','1','1500762570','1500762570','1'
'1237179','1041','19660','1','1500762570','1500762570','1'
'1237180','232','19660','1','1500762570','1500762570','1'
'1237181','29958','19660','1','1500762571','1500762571','1'
'1237182','28176','19660','1','1500762571','1500762571','1'
'1237183','1044','19660','1','1500762571','1500762571','1'
'1237184','25585','19660','1','1500762572','1500762572','1'
'1237185','1103','19660','1','1500762572','1500762572','1'
'1237186','29907','19660','1','1500762574','1500762574','1'
'1237187','6330','19660','1','1500762574','1500762574','1'
'1237188','1218','19660','1','1500762574','1500762574','1'
'1237189','29769','19660','1','1500762574','1500762574','1'
'1237190','27366','19660','1','1500762575','1500762575','1'
'1237191','25589','19660','1','1500762576','1500762576','1'
'1237192','25590','19660','1','1500762577','1500762577','1'
'1237193','25591','19660','1','1500762578','1500762578','1'
'1237194','176','19660','1','1500762578','1500762578','1'
'1237195','1051','19660','1','1500762578','1500762578','1'
'1237196','25592','19660','1','1500762579','1500762579','1'
'1237197','29770','19660','1','1500762580','1500762580','1'
'1238801','30253','2055','1','1503452122','1503452122','1'
'1238802','30253','2056','1','1503452126','1503452126','1'
'1238803','30253','2057','1','1503452127','1503452127','1'
'1238804','30253','2058','1','1503452129','1503452129','1'
'1238805','30253','2059','1','1503452130','1503452130','1'
'1238806','30253','2060','1','1503452130','1503452130','1'
'1238807','30253','2061','1','1503452133','1503452133','1'
'1238808','30254','2062','1','1503452134','1503452134','1'
'1238809','30253','2062','1','1503452138','1503452138','1'
'1238810','30254','2063','1','1503452152','1503452152','1'
'1238811','30253','2063','1','1503452155','1503452155','1'
'1238812','30254','2064','1','1503452156','1503452156','1'
'1238813','30253','2064','1','1503452156','1503452156','1'
'1238814','30254','2065','1','1503452160','1503452160','1'
'1238815','30253','2065','1','1503452160','1503452160','1'
'1238816','30254','2066','1','1503452161','1503452161','1'
'1238817','30253','2066','1','1503452161','1503452161','1'
'1238818','30254','2067','1','1503452163','1503452163','1'
'1238819','30253','2067','1','1503452163','1503452163','1'
'1238820','30254','2068','1','1503452164','1503452164','1'
'1238821','30253','2068','1','1503452164','1503452164','1'
'1238822','30254','2069','1','1503452165','1503452165','1'
'1238823','30253','2069','1','1503452165','1503452165','1'
'1238824','30254','2070','1','1503452166','1503452166','1'
'1238825','30253','2070','1','1503452166','1503452166','1'
'1238826','30254','2071','1','1503452167','1503452167','1'
'1238827','30253','2071','1','1503452167','1503452167','1'
'1238828','30254','2072','1','1503452167','1503452167','1'
'1238829','30253','2072','1','1503452168','1503452168','1'
'1238830','30254','2073','1','1503452222','1503452222','1'
'1238831','30253','2073','1','1503452222','1503452222','1'
'1238832','30253','2074','1','1503452223','1503452223','1'
'1238833','30254','2075','1','1503452223','1503452223','1'
'1238834','30253','2075','1','1503452224','1503452224','1'
'1238835','30254','2076','1','1503452225','1503452225','1'
'1238836','30253','2076','1','1503452225','1503452225','1'
'1238837','30254','2077','1','1503452226','1503452226','1'
'1238838','30253','2077','1','1503452226','1503452226','1'
'1238839','30253','2078','1','1503452227','1503452227','1'
'1238840','30253','2079','1','1503452228','1503452228','1'
'1238841','30253','2080','1','1503452228','1503452228','1'
'1238842','30254','2081','1','1503452228','1503452228','1'
'1238843','30253','2081','1','1503452229','1503452229','1'
'1238844','30254','2082','1','1503452229','1503452229','1'
'1238845','30253','2082','1','1503452230','1503452230','1'
'1238846','30254','2083','1','1503452232','1503452232','1'
'1238847','30253','2083','1','1503452232','1503452232','1'
'1238848','30254','2084','1','1503452232','1503452232','1'
'1238849','30253','2084','1','1503452233','1503452233','1'
'1238850','30254','2085','1','1503452233','1503452233','1'
'1238851','30253','2085','1','1503452233','1503452233','1'
'1238852','30254','2086','1','1503452234','1503452234','1'
'1238853','30253','2086','1','1503452234','1503452234','1'
'1238854','30254','2087','1','1503452235','1503452235','1'
'1238855','30253','2087','1','1503452235','1503452235','1'
'1238916','30254','6259','1','1503458887','1503458887','1'
'1238917','30253','6259','1','1503458889','1503458889','1'
'1238918','30254','6260','1','1503458891','1503458891','1'
'1238919','30253','6260','1','1503458892','1503458892','1'
'1238920','30254','6261','1','1503458892','1503458892','1'
'1238921','30253','6261','1','1503458893','1503458893','1'
'1238922','30254','6262','1','1503458893','1503458893','1'
'1238923','30253','6262','1','1503458893','1503458893','1'
'1238924','30254','6263','1','1503458893','1503458893','1'
'1238925','30253','6263','1','1503458893','1503458893','1'
'1238926','30254','6264','1','1503458894','1503458894','1'
'1238927','30253','6264','1','1503458894','1503458894','1'
'1238928','30254','6265','1','1503458894','1503458894','1'
'1238929','30253','6265','1','1503458894','1503458894','1'
'1238930','30254','6266','1','1503458895','1503458895','1'
'1238931','30253','6266','1','1503458895','1503458895','1'
'1238932','30254','6267','1','1503458895','1503458895','1'
'1238933','30253','6267','1','1503458895','1503458895','1'
'1238934','30254','6268','1','1503458896','1503458896','1'
'1238935','30253','6268','1','1503458897','1503458897','1'
'1238936','30254','6273','1','1503458919','1503458919','1'
'1238937','30253','6273','1','1503458919','1503458919','1'
'1238938','30254','6274','1','1503458920','1503458920','1'
'1238939','30253','6274','1','1503458920','1503458920','1'
'1238940','30254','6279','1','1503458923','1503458923','1'
'1238941','30253','6279','1','1503458923','1503458923','1'
'1238953','30254','8804','1','1503463059','1503463059','1'
'1238954','30254','8805','1','1503463082','1503463082','1'
'1238955','30254','8806','1','1503463083','1503463083','1'
'1238956','30253','8874','1','1503463165','1503463165','1'
'1238965','30254','10029','1','1503465546','1503465546','1'
'1238966','30253','10029','1','1503465548','1503465548','1'
'1238967','30254','10030','1','1503465550','1503465550','1'
'1238968','30253','10030','1','1503465550','1503465550','1'
'1238969','30254','10031','1','1503465550','1503465550','1'
'1238970','30253','10031','1','1503465553','1503465553','1'
'1238971','30254','10032','1','1503465555','1503465555','1'
'1238972','30253','10032','1','1503465556','1503465556','1'
'1238973','30254','10033','1','1503465556','1503465556','1'
'1238974','30253','10033','1','1503465556','1503465556','1'
'1238975','30254','10034','1','1503465556','1503465556','1'
'1238976','30253','10034','1','1503465556','1503465556','1'
'1238977','30254','10035','1','1503465557','1503465557','1'
'1238978','30253','10035','1','1503465557','1503465557','1'
'1238979','30254','10036','1','1503465557','1503465557','1'
'1238980','30253','10036','1','1503465557','1503465557','1'
'1238981','30254','10037','1','1503465557','1503465557','1'
'1238982','30253','10037','1','1503465557','1503465557','1'
'1238983','30254','10038','1','1503465558','1503465558','1'
'1238984','30253','10038','1','1503465559','1503465559','1'
'1238985','30254','10039','1','1503465559','1503465559','1'
'1238986','30253','10039','1','1503465560','1503465560','1'
'1238987','30254','10040','1','1503465560','1503465560','1'
'1238988','30253','10040','1','1503465560','1503465560','1'
'1242058','30254','19558','1','1503501644','1503501644','1'
'1242390','30254','19557','1','1503502727','1503502727','1'
'1242459','30254','19559','1','1503503160','1503503160','1'
'1247030','6087','20009','1','1505905845','1505905845','1'
'1247031','171','20009','1','1505905845','1505905845','1'
'1247032','6106','20009','1','1505905845','1505905845','1'
'1247033','30254','20009','1','1505905846','1505905846','1'
'1247034','494','20009','1','1505905846','1505905846','1'
'1247035','156','20009','1','1505905846','1505905846','1'
'1247036','6910','20009','1','1505905846','1505905846','1'
'1247037','12','20009','1','1505905846','1505905846','1'
'1247038','934','20009','1','1505905846','1505905846','1'
'1247039','15','20009','1','1505905846','1505905846','1'
'1247040','19','20009','1','1505905846','1505905846','1'
'1247041','6111','20009','1','1505905846','1505905846','1'
'1247042','196','20009','1','1505905846','1505905846','1'
'1247043','143','20009','1','1505905846','1505905846','1'
'1247044','22','20009','1','1505905846','1505905846','1'
'1247045','29615','20009','1','1505905847','1505905847','1'
'1247046','6113','20009','1','1505905847','1505905847','1'
'1247047','83','20009','1','1505905847','1505905847','1'
'1247048','1711','20009','1','1505905847','1505905847','1'
'1247049','110','20009','1','1505905847','1505905847','1'
'1247050','13958','20009','1','1505905847','1505905847','1'
'1247051','25','20009','1','1505905847','1505905847','1'
'1247052','260','20009','1','1505905847','1505905847','1'
'1247053','30253','20009','1','1505905849','1505905849','1'
'1247054','33','20009','1','1505905849','1505905849','1'
'1247055','2017','20009','1','1505905849','1505905849','1'
'1247056','6198','20009','1','1505905849','1505905849','1'
'1247057','37','20009','1','1505905849','1505905849','1'
'1247058','1305','20009','1','1505905849','1505905849','1'
'1247059','6127','20009','1','1505905849','1505905849','1'
'1247060','36','20009','1','1505905849','1505905849','1'
'1247061','3199','20009','1','1505905849','1505905849','1'
'1247062','29617','20009','1','1505905850','1505905850','1'
'1247063','29618','20009','1','1505905850','1505905850','1'
'1247064','6177','20009','1','1505905850','1505905850','1'
'1247065','2839','20009','1','1505905851','1505905851','1'
'1247066','13722','20009','1','1505905851','1505905851','1'
'1247067','15430','20009','1','1505905852','1505905852','1'
'1247068','5970','20009','1','1505905852','1505905852','1'
'1247069','420','20009','1','1505905852','1505905852','1'
'1247070','232','20009','1','1505905852','1505905852','1'
'1247071','235','20009','1','1505905852','1505905852','1'
'1247072','13745','20009','1','1505905852','1505905852','1'
'1247073','6172','20009','1','1505905852','1505905852','1'
'1249202','6087','20010','1','1505910439','1505910439','1'
'1249203','171','20010','1','1505910439','1505910439','1'
'1249204','1384','20010','1','1505910439','1505910439','1'
'1249205','70','20010','1','1505910439','1505910439','1'
'1249206','4693','20010','1','1505910439','1505910439','1'
'1249207','13724','20010','1','1505910440','1505910440','1'
'1249208','6204','20010','1','1505910440','1505910440','1'
'1249209','6106','20010','1','1505910440','1505910440','1'
'1249210','30254','20010','1','1505910441','1505910441','1'
'1249211','494','20010','1','1505910441','1505910441','1'
'1249212','156','20010','1','1505910441','1505910441','1'
'1249213','6910','20010','1','1505910441','1505910441','1'
'1249214','17932','20010','1','1505910441','1505910441','1'
'1249215','253','20010','1','1505910441','1505910441','1'
'1249216','934','20010','1','1505910441','1505910441','1'
'1249217','15','20010','1','1505910441','1505910441','1'
'1249218','19','20010','1','1505910441','1505910441','1'
'1249219','29613','20010','1','1505910442','1505910442','1'
'1249220','29614','20010','1','1505910443','1505910443','1'
'1249221','17933','20010','1','1505910443','1505910443','1'
'1249222','20','20010','1','1505910443','1505910443','1'
'1249223','22','20010','1','1505910443','1505910443','1'
'1249224','29615','20010','1','1505910444','1505910444','1'
'1249225','6094','20010','1','1505910444','1505910444','1'
'1249226','83','20010','1','1505910444','1505910444','1'
'1249227','1711','20010','1','1505910444','1505910444','1'
'1249228','110','20010','1','1505910444','1505910444','1'
'1249229','13958','20010','1','1505910445','1505910445','1'
'1249230','25','20010','1','1505910445','1505910445','1'
'1249231','260','20010','1','1505910445','1505910445','1'
'1249232','30253','20010','1','1505910446','1505910446','1'
'1249233','33','20010','1','1505910446','1505910446','1'
'1249234','2017','20010','1','1505910446','1505910446','1'
'1249235','6198','20010','1','1505910446','1505910446','1'
'1249236','37','20010','1','1505910446','1505910446','1'
'1249237','262','20010','1','1505910446','1505910446','1'
'1249238','409','20010','1','1505910446','1505910446','1'
'1249239','1305','20010','1','1505910446','1505910446','1'
'1249240','6127','20010','1','1505910446','1505910446','1'
'1249241','36','20010','1','1505910446','1505910446','1'
'1249242','3199','20010','1','1505910446','1505910446','1'
'1249243','29616','20010','1','1505910447','1505910447','1'
'1249244','29617','20010','1','1505910448','1505910448','1'
'1249245','29618','20010','1','1505910449','1505910449','1'
'1249246','6177','20010','1','1505910449','1505910449','1'
'1249247','2839','20010','1','1505910449','1505910449','1'
'1249248','13722','20010','1','1505910449','1505910449','1'
'1249249','15430','20010','1','1505910450','1505910450','1'
'1249250','1760','20010','1','1505910450','1505910450','1'
'1249251','5970','20010','1','1505910450','1505910450','1'
'1249252','40','20010','1','1505910450','1505910450','1'
'1249253','17523','20010','1','1505910450','1505910450','1'
'1249254','6099','20010','1','1505910450','1505910450','1'
'1249255','420','20010','1','1505910450','1505910450','1'
'1249256','29619','20010','1','1505910452','1505910452','1'
'1249257','232','20010','1','1505910452','1505910452','1'
'1249258','3143','20010','1','1505910452','1505910452','1'
'1249259','235','20010','1','1505910452','1505910452','1'
'1249260','13745','20010','1','1505910452','1505910452','1'
'1249261','6172','20010','1','1505910452','1505910452','1'
'1255663','6087','20011','1','1505915721','1505915721','1'
'1255664','171','20011','1','1505915721','1505915721','1'
'1255665','1384','20011','1','1505915721','1505915721','1'
'1255666','70','20011','1','1505915721','1505915721','1'
'1255667','4693','20011','1','1505915721','1505915721','1'
'1255668','13724','20011','1','1505915722','1505915722','1'
'1255669','6204','20011','1','1505915722','1505915722','1'
'1255670','6106','20011','1','1505915722','1505915722','1'
'1255671','17935','20011','1','1505915722','1505915722','1'
'1255672','30254','20011','1','1505915723','1505915723','1'
'1255673','494','20011','1','1505915723','1505915723','1'
'1255674','156','20011','1','1505915723','1505915723','1'
'1255675','16386','20011','1','1505915724','1505915724','1'
'1255676','29611','20011','1','1505915725','1505915725','1'
'1255677','6108','20011','1','1505915725','1505915725','1'
'1255678','29612','20011','1','1505915725','1505915725','1'
'1255679','252','20011','1','1505915725','1505915725','1'
'1255680','253','20011','1','1505915725','1505915725','1'
'1255681','934','20011','1','1505915725','1505915725','1'
'1255682','254','20011','1','1505915725','1505915725','1'
'1255683','15','20011','1','1505915725','1505915725','1'
'1255684','890','20011','1','1505915726','1505915726','1'
'1255685','19','20011','1','1505915726','1505915726','1'
'1255686','29613','20011','1','1505915726','1505915726','1'
'1255687','29614','20011','1','1505915727','1505915727','1'
'1255688','17933','20011','1','1505915727','1505915727','1'
'1255689','257','20011','1','1505915727','1505915727','1'
'1255690','22','20011','1','1505915727','1505915727','1'
'1255691','29615','20011','1','1505915729','1505915729','1'
'1255692','6094','20011','1','1505915729','1505915729','1'
'1255693','83','20011','1','1505915729','1505915729','1'
'1255694','1711','20011','1','1505915729','1505915729','1'
'1255695','110','20011','1','1505915729','1505915729','1'
'1255696','13958','20011','1','1505915729','1505915729','1'
'1255697','25','20011','1','1505915729','1505915729','1'
'1255698','260','20011','1','1505915729','1505915729','1'
'1255699','30253','20011','1','1505915730','1505915730','1'
'1255700','33','20011','1','1505915730','1505915730','1'
'1255701','2017','20011','1','1505915730','1505915730','1'
'1255702','6198','20011','1','1505915730','1505915730','1'
'1255703','37','20011','1','1505915730','1505915730','1'
'1255704','262','20011','1','1505915730','1505915730','1'
'1255705','409','20011','1','1505915730','1505915730','1'
'1255706','1305','20011','1','1505915730','1505915730','1'
'1255707','6127','20011','1','1505915730','1505915730','1'
'1255708','36','20011','1','1505915730','1505915730','1'
'1255709','3199','20011','1','1505915730','1505915730','1'
'1255710','29616','20011','1','1505915731','1505915731','1'
'1255711','29617','20011','1','1505915732','1505915732','1'
'1255712','6097','20011','1','1505915733','1505915733','1'
'1255713','29618','20011','1','1505915733','1505915733','1'
'1255714','6177','20011','1','1505915733','1505915733','1'
'1255715','2839','20011','1','1505915733','1505915733','1'
'1255716','13722','20011','1','1505915734','1505915734','1'
'1255717','15430','20011','1','1505915734','1505915734','1'
'1255718','1760','20011','1','1505915734','1505915734','1'
'1255719','5970','20011','1','1505915734','1505915734','1'
'1255720','40','20011','1','1505915734','1505915734','1'
'1255721','17523','20011','1','1505915735','1505915735','1'
'1255722','6099','20011','1','1505915735','1505915735','1'
'1255723','420','20011','1','1505915735','1505915735','1'
'1255724','29619','20011','1','1505915735','1505915735','1'
'1255725','16435','20011','1','1505915736','1505915736','1'
'1255726','232','20011','1','1505915736','1505915736','1'
'1255727','3143','20011','1','1505915736','1505915736','1'
'1255728','5707','20011','1','1505915736','1505915736','1'
'1255729','235','20011','1','1505915736','1505915736','1'
'1255730','13745','20011','1','1505915737','1505915737','1'
'1255731','6172','20011','1','1505915737','1505915737','1'
'1269370','6087','19908','1','1511381162','1511381162','1'
'1269371','171','19908','1','1511381162','1511381162','1'
'1269372','6088','19908','1','1511381163','1511381163','1'
'1269373','13724','19908','1','1511381163','1511381163','1'
'1269374','6106','19908','1','1511381163','1511381163','1'
'1269375','614','19908','1','1511381163','1511381163','1'
'1269376','156','19908','1','1511381163','1511381163','1'
'1269377','29611','19908','1','1511381164','1511381164','1'
'1269378','6108','19908','1','1511381164','1511381164','1'
'1269379','29612','19908','1','1511381165','1511381165','1'
'1269380','194','19908','1','1511381165','1511381165','1'
'1269381','934','19908','1','1511381165','1511381165','1'
'1269382','15','19908','1','1511381165','1511381165','1'
'1269383','19','19908','1','1511381165','1511381165','1'
'1269384','6111','19908','1','1511381165','1511381165','1'
'1269385','256','19908','1','1511381165','1511381165','1'
'1269386','3142','19908','1','1511381165','1511381165','1'
'1269387','6189','19908','1','1511381165','1511381165','1'
'1269388','143','19908','1','1511381165','1511381165','1'
'1269389','22','19908','1','1511381165','1511381165','1'
'1269390','6113','19908','1','1511381165','1511381165','1'
'1269391','83','19908','1','1511381165','1511381165','1'
'1269392','1711','19908','1','1511381165','1511381165','1'
'1269393','110','19908','1','1511381165','1511381165','1'
'1269394','13958','19908','1','1511381165','1511381165','1'
'1269395','25','19908','1','1511381165','1511381165','1'
'1269396','26834','19908','1','1511381166','1511381166','1'
'1269397','260','19908','1','1511381166','1511381166','1'
'1269398','33','19908','1','1511381166','1511381166','1'
'1269399','24251','19908','1','1511381166','1511381166','1'
'1269400','2017','19908','1','1511381166','1511381166','1'
'1269401','409','19908','1','1511381166','1511381166','1'
'1269402','1305','19908','1','1511381166','1511381166','1'
'1269403','6127','19908','1','1511381167','1511381167','1'
'1269404','36','19908','1','1511381167','1511381167','1'
'1269405','6176','19908','1','1511381167','1511381167','1'
'1269406','6177','19908','1','1511381167','1511381167','1'
'1269407','57','19908','1','1511381167','1511381167','1'
'1269408','59','19908','1','1511381167','1511381167','1'
'1269409','15430','19908','1','1511381167','1511381167','1'
'1269410','5970','19908','1','1511381167','1511381167','1'
'1269411','79','19908','0','1511381167','1511381167','1'
'1269412','41','19908','0','1511381167','1511381167','1'
'1269413','420','19908','1','1511381167','1511381167','1'
'1269414','232','19908','1','1511381167','1511381167','1'
'1269415','5707','19908','1','1511381167','1511381167','1'
'1269416','136','19908','1','1511381167','1511381167','1'
'1269417','6105','19908','1','1511381167','1511381167','1'
'1275335','6087','20349','1','1511388447','1511388447','1'
'1275336','171','20349','1','1511388447','1511388447','1'
'1275337','6088','20349','1','1511388447','1511388447','1'
'1275338','70','20349','1','1511388447','1511388447','1'
'1275339','4693','20349','1','1511388447','1511388447','1'
'1275340','13724','20349','1','1511388448','1511388448','1'
'1275341','6204','20349','1','1511388448','1511388448','1'
'1275342','6106','20349','1','1511388448','1511388448','1'
'1275343','17935','20349','1','1511388449','1511388449','1'
'1275344','614','20349','1','1511388449','1511388449','1'
'1275345','494','20349','1','1511388449','1511388449','1'
'1275346','156','20349','1','1511388449','1511388449','1'
'1275347','16386','20349','1','1511388449','1511388449','1'
'1275348','29611','20349','1','1511388450','1511388450','1'
'1275349','6108','20349','1','1511388450','1511388450','1'
'1275350','29612','20349','1','1511388451','1511388451','1'
'1275351','252','20349','1','1511388451','1511388451','1'
'1275352','501','20349','1','1511388452','1511388452','1'
'1275353','934','20349','1','1511388452','1511388452','1'
'1275354','254','20349','1','1511388452','1511388452','1'
'1275355','15','20349','1','1511388452','1511388452','1'
'1275356','890','20349','1','1511388452','1511388452','1'
'1275357','1116','20349','1','1511388452','1511388452','1'
'1275358','29686','20349','1','1511388452','1511388452','1'
'1275359','24252','20349','1','1511388453','1511388453','1'
'1275360','19','20349','1','1511388453','1511388453','1'
'1275361','29687','20349','1','1511388454','1511388454','1'
'1275362','6111','20349','1','1511388454','1511388454','1'
'1275363','6196','20349','1','1511388454','1511388454','1'
'1275364','256','20349','1','1511388454','1511388454','1'
'1275365','1008','20349','1','1511388454','1511388454','1'
'1275366','24253','20349','1','1511388455','1511388455','1'
'1275367','31511','20349','1','1511388456','1511388456','1'
'1275368','22','20349','1','1511388456','1511388456','1'
'1275369','6094','20349','1','1511388456','1511388456','1'
'1275370','83','20349','1','1511388456','1511388456','1'
'1275371','1711','20349','1','1511388456','1511388456','1'
'1275372','110','20349','1','1511388456','1511388456','1'
'1275373','13958','20349','1','1511388456','1511388456','1'
'1275374','25','20349','1','1511388456','1511388456','1'
'1275375','26834','20349','1','1511388458','1511388458','1'
'1275376','260','20349','1','1511388458','1511388458','1'
'1275377','33','20349','1','1511388458','1511388458','1'
'1275378','24251','20349','1','1511388458','1511388458','1'
'1275379','2017','20349','1','1511388458','1511388458','1'
'1275380','37','20349','1','1511388458','1511388458','1'
'1275381','262','20349','1','1511388458','1511388458','1'
'1275382','409','20349','1','1511388458','1511388458','1'
'1275383','1305','20349','1','1511388458','1511388458','1'
'1275384','6127','20349','1','1511388458','1511388458','1'
'1275385','36','20349','1','1511388458','1511388458','1'
'1275386','6176','20349','1','1511388459','1511388459','1'
'1275387','6097','20349','1','1511388459','1511388459','1'
'1275388','6177','20349','1','1511388459','1511388459','1'
'1275389','57','20349','1','1511388459','1511388459','1'
'1275390','149','20349','1','1511388459','1511388459','1'
'1275391','15430','20349','1','1511388459','1511388459','1'
'1275392','756','20349','1','1511388459','1511388459','1'
'1275393','1760','20349','1','1511388459','1511388459','1'
'1275394','5970','20349','1','1511388460','1511388460','1'
'1275395','40','20349','1','1511388460','1511388460','1'
'1275396','79','20349','0','1511388460','1511388460','1'
'1275397','41','20349','0','1511388460','1511388460','1'
'1275398','6099','20349','1','1511388460','1511388460','1'
'1275399','420','20349','1','1511388460','1511388460','1'
'1275400','26363','20349','1','1511388461','1511388461','1'
'1275401','232','20349','1','1511388461','1511388461','1'
'1275402','3143','20349','1','1511388461','1511388461','1'
'1275403','5033','20349','1','1511388461','1511388461','1'
'1275404','6102','20349','1','1511388461','1511388461','1'
'1275405','5707','20349','1','1511388461','1511388461','1'
'1275406','13745','20349','1','1511388462','1511388462','1'
'1275407','663','20349','1','1511388462','1511388462','1'
'1275408','136','20349','1','1511388462','1511388462','1'
'1275409','6105','20349','1','1511388462','1511388462','1'
'1275410','6087','20348','1','1511388462','1511388462','1'
'1275411','171','20348','1','1511388462','1511388462','1'
'1275412','6088','20348','1','1511388462','1511388462','1'
'1275413','70','20348','1','1511388462','1511388462','1'
'1275414','4693','20348','1','1511388463','1511388463','1'
'1275415','13724','20348','1','1511388463','1511388463','1'
'1275416','6204','20348','1','1511388463','1511388463','1'
'1275417','6106','20348','1','1511388464','1511388464','1'
'1275418','17935','20348','1','1511388464','1511388464','1'
'1275419','614','20348','1','1511388464','1511388464','1'
'1275420','494','20348','1','1511388464','1511388464','1'
'1275421','156','20348','1','1511388464','1511388464','1'
'1275422','16386','20348','1','1511388464','1511388464','1'
'1275423','29611','20348','1','1511388466','1511388466','1'
'1275424','6108','20348','1','1511388466','1511388466','1'
'1275425','29612','20348','1','1511388466','1511388466','1'
'1275426','252','20348','1','1511388466','1511388466','1'
'1275427','501','20348','1','1511388466','1511388466','1'
'1275428','934','20348','1','1511388466','1511388466','1'
'1275429','254','20348','1','1511388466','1511388466','1'
'1275430','15','20348','1','1511388466','1511388466','1'
'1275431','890','20348','1','1511388466','1511388466','1'
'1275432','19','20348','1','1511388466','1511388466','1'
'1275433','17933','20348','1','1511388467','1511388467','1'
'1275434','6111','20348','1','1511388467','1511388467','1'
'1275435','256','20348','1','1511388467','1511388467','1'
'1275436','3142','20348','1','1511388467','1511388467','1'
'1275437','6189','20348','1','1511388468','1511388468','1'
'1275438','143','20348','1','1511388468','1511388468','1'
'1275439','22','20348','1','1511388468','1511388468','1'
'1275440','6094','20348','1','1511388468','1511388468','1'
'1275441','83','20348','1','1511388468','1511388468','1'
'1275442','1711','20348','1','1511388468','1511388468','1'
'1275443','110','20348','1','1511388468','1511388468','1'
'1275444','13958','20348','1','1511388468','1511388468','1'
'1275445','25','20348','1','1511388468','1511388468','1'
'1275446','26834','20348','1','1511388468','1511388468','1'
'1275447','260','20348','1','1511388468','1511388468','1'
'1275448','33','20348','1','1511388468','1511388468','1'
'1275449','24251','20348','1','1511388468','1511388468','1'
'1275450','2017','20348','1','1511388468','1511388468','1'
'1275451','37','20348','1','1511388468','1511388468','1'
'1275452','262','20348','1','1511388468','1511388468','1'
'1275453','409','20348','1','1511388468','1511388468','1'
'1275454','1305','20348','1','1511388468','1511388468','1'
'1275455','6127','20348','1','1511388468','1511388468','1'
'1275456','36','20348','1','1511388468','1511388468','1'
'1275457','6176','20348','1','1511388468','1511388468','1'
'1275458','6097','20348','1','1511388468','1511388468','1'
'1275459','6177','20348','1','1511388468','1511388468','1'
'1275460','57','20348','1','1511388468','1511388468','1'
'1275461','149','20348','1','1511388468','1511388468','1'
'1275462','15430','20348','1','1511388468','1511388468','1'
'1275463','5970','20348','1','1511388468','1511388468','1'
'1275464','40','20348','1','1511388468','1511388468','1'
'1275465','79','20348','0','1511388468','1511388468','1'
'1275466','41','20348','0','1511388468','1511388468','1'
'1275467','6099','20348','1','1511388468','1511388468','1'
'1275468','420','20348','1','1511388468','1511388468','1'
'1275469','26363','20348','1','1511388468','1511388468','1'
'1275470','232','20348','1','1511388468','1511388468','1'
'1275471','3143','20348','1','1511388468','1511388468','1'
'1275472','5033','20348','1','1511388468','1511388468','1'
'1275473','6102','20348','1','1511388468','1511388468','1'
'1275474','5707','20348','1','1511388468','1511388468','1'
'1275475','13745','20348','1','1511388468','1511388468','1'
'1275476','663','20348','1','1511388468','1511388468','1'
'1275477','136','20348','1','1511388468','1511388468','1'
'1275478','6105','20348','1','1511388468','1511388468','1'
'1306019','32277','20938','1','1519377153','1519377153','1'
'1306020','32278','20938','1','1519377154','1519377154','1'
'1306021','32279','20938','1','1519377156','1519377156','1'
'1306022','249','20938','1','1519377156','1519377156','1'
'1306023','70','20938','1','1519377156','1519377156','1'
'1306024','28167','20938','1','1519377157','1519377157','1'
'1306025','6','20938','1','1519377157','1519377157','1'
'1306026','1149','20938','1','1519377157','1519377157','1'
'1306027','32280','20938','1','1519377158','1519377158','1'
'1306028','1194','20938','1','1519377158','1519377158','1'
'1306029','32281','20938','1','1519377160','1519377160','1'
'1306030','15','20938','1','1519377160','1519377160','1'
'1306031','1154','20938','1','1519377160','1519377160','1'
'1306032','32282','20938','1','1519377161','1519377161','1'
'1306033','32283','20938','1','1519377162','1519377162','1'
'1306034','32284','20938','1','1519377163','1519377163','1'
'1306035','1156','20938','1','1519377163','1519377163','1'
'1306036','1157','20938','1','1519377163','1519377163','1'
'1306037','32285','20938','1','1519377164','1519377164','1'
'1306038','32286','20938','1','1519377166','1519377166','1'
'1306039','32287','20938','1','1519377167','1519377167','1'
'1306040','32288','20938','1','1519377169','1519377169','1'
'1306041','1099','20938','1','1519377169','1519377169','1'
'1306042','226','20938','1','1519377169','1519377169','1'
'1306043','1198','20938','1','1519377169','1519377169','1'
